"down2","weighted_distance","num_coverage_players2","time_cat","play_assignment","yards_to_go2","predicted_pct_pcp","play_id","num_coverage_players","away_franchise_id","away_team","def_score_before","defense","defense_franchise_id","distance","down","game_id","home_franchise_id","home_team","is_preseason","off_score_before","offense","offense_franchise_id","play_sequence","player","player_id","playled","position","quarter","rps","season","seconds_left_in_quarter","week","yards_to_go","pass_direction","pass_depth","attempt","run","dropback","yards","yards_after_catch","completion","touchdown","interception","hit_as_threw","pressure","sack","hit","hurry","hit_qb","hurry_qb","sack_qb","bat","spike","drop","thrown_away","lateral","extra_point","no_play","shotgun","pistol","dropback_type","blitz","dropback_depth","time_to_throw","time_to_pressure","play_action","defense_personnel","route","rpo","num_pass_rush_players","screen","primary_coverage","secondary_coverage","coverage_grade","tackle","assisted_tackle","player_interception","pass_breakup","missed_tackles","forced_fumbles","press_coverage","receiver_pressed_player_id","receiver_pressed","receiver_pressed_position","coverage_scheme","mofo_coverage_played","mofo_coverage_shown","contested_target","passer_grade","box_players","seconds_left_in_half","perfectly_covered","pcpoe"
"3","3",7,"3","1","1",0.292336426092912,4604413,7,28,"SF",3,"DEN",10,9,3,23145,10,"DEN",0,7,"SF",28,71,"Caden Sterns",76725,"P","SCBiL",2,"P",2022,106,3,96,"R",-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,6,1.2,0,0,"2-4-5","0R",0,4,1,0,0,0,0,0,0,0,0,0,0,0,"","","1","C","C",0,-0.5,6,106,1,70.7663573907088
"3","3",7,"3","1","1",0.292336426092912,4639124,7,27,"LAC",34,"LAC",27,16,4,23151,13,"HST",0,24,"HST",13,155,"Alohi Gilman",41662,"IN","FSR",4,"P",2022,120,4,81,"C",20,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"SL",0,8,4.9,2.4,0,"2-3-6","SA",0,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","2M","O","O",0,-1,6,120,1,70.7663573907088
"2","1",7,"1","1","3",0.295381753164104,4563504,7,13,"HST",0,"HST",13,2,2,23126,10,"DEN",0,0,"DEN",10,27,"Derek Stingley Jr.",98253,"","RCB",1,"P",2022,343,2,2,"L",6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SD",0,3,1,0,0,"4-3-4","9F",1,4,0,1,0,1,0,0,0,1,0,0,1,48164,"Courtland Sutton","LWR","1","C","C",1,0,10,1243,1,70.4618246835896
"2","1",7,"1","1","3",0.295381753164104,4598927,7,4,"BUF",0,"MIA",17,2,2,23133,17,"MIA",0,0,"BUF",4,7,"Brandon Jones",43049,"","SS",1,"P",2022,701,3,8,"L",-2,1,0,1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,7,1.1,0,0,"3-3-5","0R",0,4,1,0,0,0,0,0,0,0,0,0,0,0,"","","1","C","O",0,0,8,1601,1,70.4618246835896
"2","1",7,"1","1","3",0.295381753164104,4635809,7,18,"MIN",19,"MIN",18,2,2,23366,20,"NO",0,14,"NO",20,129,"Eric Kendricks",9478,"","RILB",4,"P",2022,617,4,13,"C",-3,1,0,1,11,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SD",0,8,2,0,1,"2-4-5","0R",0,4,1,0,0,0,0,0,0,0,0,0,0,0,"","","3S","C","O",0,0,6,617,1,70.4618246835896
"2","2",8,"1","1","3",0.296635065416577,4519829,8,25,"PIT",3,"CIN",7,7,2,23108,7,"CIN",0,10,"PIT",25,49,"Logan Wilson",29623,"","MLB",2,"P",2022,618,1,7,"C",4,1,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,8,3,0,0,"4-2-5","12R",0,3,0,0,0,0,0,0,0,0,0,0,0,0,"","","1","C","C",0,-0.5,7,618,1,70.3364934583423
"2","2",8,"1","1","3",0.296635065416577,4524821,8,16,"KC",37,"KC",16,6,2,23109,1,"ARZ",0,7,"ARZ",1,126,"Juan Thornhill",50426,"","SCBiR",4,"P",2022,788,1,6,"X",0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,"SL",0,8,5.4,1.6,0,"4-2-5","",0,3,0,0,0,0,0,0,0,0,0,0,0,0,"","","1","C","O",0,0,5,788,1,70.3364934583423
"3","3",8,"1","1","3",0.302751019603943,4636391,8,4,"BUF",7,"BLT",3,7,3,23149,3,"BLT",0,0,"BUF",4,16,"Marcus Peters",9451,"FG","LCB",1,"P",2022,622,4,20,"C",7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,7,2.3,0,0,"2-3-6","2R",0,3,0,0,0,0,0,0,0,0,0,0,1,9579,"Stefon Diggs","RWR","2M","O","O",0,0,5,1522,1,69.7248980396057
"2","1",7,"2","1","3",0.30352716024942,4522259,7,25,"PIT",20,"PIT",25,3,2,23108,7,"CIN",0,14,"CIN",7,143,"Devin Bush",27375,"","ROLB",4,"P",2022,126,1,3,"L",7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,6,1.5,0,0,"2-4-5","9F",0,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","0","O","O",0,-0.5,7,126,1,69.647283975058
"2","1",7,"2","1","3",0.30352716024942,4599806,7,3,"BLT",7,"BLT",3,3,2,23138,19,"NE",0,3,"NE",19,55,"Marcus Peters",9451,"TD","LCB",2,"P",2022,364,3,3,"X",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,9,4.3,2.7,0,"3-3-5","",0,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","0","O","O",0,0.5,7,364,1,69.647283975058
"2","1",7,"2","1","3",0.30352716024942,4600011,7,16,"KC",10,"IND",14,1,2,23134,14,"IND",0,6,"KC",16,67,"Rodney McLeod",7271,"","RILB",2,"P",2022,133,3,2,"X",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,2,0,0,0,"4-2-5","",0,0,1,0,0,0,0,0,0,0,0,0,0,0,"","","0","O","O",0,0,6,133,1,69.647283975058
"2","3",5,"3","1","1",0.30442427230322,4522448,5,25,"PIT",14,"CIN",7,12,2,23108,7,"CIN",0,20,"PIT",25,147,"Eli Apple",10644,"","RCB",4,"P",2022,104,1,85,"X",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"SD",1,6,1.5,0,0,"4-2-5","",0,6,0,0,0,0,0,0,0,0,0,0,0,0,"","","0","O","O",0,0,6,104,1,69.557572769678
"2","1",6,"3","1","3",0.30956626435356,4637373,6,8,"CLV",10,"ATL",2,1,2,23150,2,"ATL",0,7,"CLV",8,65,"Richie Grant",43196,"","RLB",2,"P",2022,27,4,1,"R",5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"SR",1,8,6.5,2.7,0,"4-3-4","SA",0,5,0,1,0,1,0,0,0,1,0,0,0,0,"","","RZ","O","O",1,0,11,27,1,69.043373564644
"1","3",6,"1","1","1",0.316351429501157,4603255,6,15,"JAX",16,"JAX",15,18,1,23141,27,"LAC",0,7,"LAC",27,88,"Rayshawn Jenkins",11868,"","RLB",3,"P",2022,888,3,83,"R",35,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"SD",1,10,3.3,3.2,1,"3-4-4","9R",0,5,0,0,0,0,0,0,0,0,0,0,0,0,"","","2M","O","C",0,-0.5,8,1788,1,68.3648570498843
"2","3",6,"2","1","3",0.323516933765278,4603756,6,15,"JAX",10,"LAC",27,10,2,23141,27,"LAC",0,31,"JAX",15,146,"Bryce Callahan",10000,"","SCBoR",4,"P",2022,340,3,10,"L",-3,1,0,1,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",1,5,1.2,0,1,"3-3-5","0R",1,5,1,1,0,0.5,1,0,0,0,0,0,0,0,"","","1","C","C",0,0,7,340,1,67.6483066234723
"1","1",7,"2","1","3",0.330131419822831,4519906,7,24,"PHI",7,"DET",11,6,1,23104,11,"DET",0,7,"PHI",24,65,"Tracy Walker",51266,"","LLB",2,"P",2022,476,1,6,"X",0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,"SL",0,5,3.1,2.3,1,"4-2-5","",1,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","1","C","C",0,0,8,476,1,66.9868580177169
"2","3",7,"3","1","1",0.333483282629397,4533177,7,27,"LAC",10,"LAC",27,12,2,23114,16,"KC",0,7,"KC",16,70,"J.C. Jackson",42781,"","LCB",2,"P",2022,33,2,89,"R",5,1,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,7,1.6,0,0,"2-4-5","6R",0,4,0,1,0,0.5,1,0,0,0,0,0,0,0,"","","1","C","O",0,0,6,33,1,66.6516717370603
"1","3",7,"3","1","2",0.342609507083642,4520232,7,19,"NE",0,"NE",19,15,1,23105,17,"MIA",0,10,"MIA",17,61,"Adrian Phillips",9177,"","SSR",2,"P",2022,120,1,71,"L",21,1,0,1,26,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,5,2.2,0,1,"2-3-6","19R",1,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","1","C","C",0,0,6,120,1,65.7390492916358
"1","3",6,"3","1","1",0.346054433303839,4525206,6,21,"NYG",21,"NYG",21,15,1,23110,31,"TEN",0,20,"TEN",31,149,"Oshane Ximines",48538,"","LOLB",4,"P",2022,66,1,75,"L",7,1,0,1,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",1,7,1.6,0,0,"1-4-6","6R",0,5,0,0,0,0,0,0,0,0,0,0,0,0,"","","1","C","C",0,0,6,66,1,65.3945566696161
"2","2",5,"2","2","2",0.384042201330151,4639413,5,32,"WAS",25,"DAL",9,7,2,23152,9,"DAL",0,10,"WAS",32,157,"DaRon Bland",56158,"","SCBoL",4,"P",2022,176,4,61,"X",0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,"SD",1,8,2,2,0,"3-3-5","",0,6,0,0,0,0,0,0,0,0,0,0,0,0,"","","2","O","C",0,0,6,176,1,61.5957798669849
"3","1",8,"1","2","2",0.391461939616633,4610080,8,17,"MIA",3,"MIA",17,1,3,23147,7,"CIN",0,7,"CIN",7,26,"Keion Crossen",49454,"","RCB",1,"P",2022,316,4,66,"X",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,6,0,0,0,"3-3-5","",0,0,0,0,0,0,0,1,0,0,0,0,0,0,"","","2","O","O",0,0,6,1216,1,60.8538060383367
"2","2",5,"1","2","1",0.394347349959948,4568234,5,31,"TEN",7,"TEN",31,7,2,23129,4,"BUF",0,41,"BUF",4,130,"David Long",29367,"","LILB",4,"P",2022,900,2,93,"L",4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",1,6,1.4,0,0,"3-4-4","3R",1,6,0,0,0,0,0,0,0,0,0,0,0,0,"","","3","C","O",0,-0.5,8,900,1,60.5652650040052
"3","3",5,"3","2","2",0.413879092550162,4564040,5,7,"CIN",3,"CIN",7,7,3,23124,9,"DAL",0,14,"DAL",9,76,"Eli Apple",10644,"FG","LCB",2,"P",2022,18,2,36,"L",4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"SD",1,9,2,1.9,0,"4-2-5","3R",0,6,0,0,0,0,0,0,0,0,0,0,0,0,"","","3","C","C",0,-0.5,7,18,1,58.6120907449838
"2","1",5,"3","2","2",0.421605665662623,4563920,5,29,"SEA",20,"SF",28,2,2,23123,28,"SF",0,0,"SEA",29,75,"Fred Warner",51222,"","MLB",2,"P",2022,19,2,52,"R",4,1,0,1,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",1,7,1.9,0,0,"4-2-5","3R",0,6,0,1,0,0,1,0,0,0,0,0,0,0,"","","4","O","C",0,0,6,19,1,57.8394334337377
"2","2",8,"1","2","2",0.422995553184833,4518985,8,19,"NE",0,"MIA",17,7,2,23105,17,"MIA",0,0,"NE",19,5,"Jaelan Phillips",56902,"","RLB",1,"P",2022,781,1,51,"C",3,1,0,1,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,10,2.6,0,0,"3-3-5","H6",0,3,0,0,0,-0.5,0,0,0,0,0,0,0,0,"","","4","O","O",0,0,6,1681,1,57.7004446815167
"2","2",8,"1","2","2",0.422995553184833,4603375,8,12,"GB",3,"TB",30,7,2,23143,30,"TB",0,14,"GB",12,81,"Carlton Davis",49335,"","LCB",3,"P",2022,653,3,47,"R",-2,1,0,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,10,2.9,0,0,"2-4-5","1R",0,3,0,0,0,0,0,0,0,0,0,0,0,0,"","","2","O","C",0,0,6,1553,1,57.7004446815167
"3","1",8,"3","2","2",0.423844997089751,4562886,9,17,"MIA",42,"MIA",17,1,3,23118,3,"BLT",0,38,"BLT",3,161,"Eric Rowe",9480,"EG","FSL",4,"P",2022,4,2,51,"L",54,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,10,6.5,0,0,"1-3-7","9R",0,2,0,0,0,0,0,0,0,0,0,0,0,0,"","","P","C","C",0,0,3,4,1,57.6155002910249
"3","1",7,"3","2","1",0.427575472748197,4600564,7,24,"PHI",0,"WAS",32,2,3,23135,32,"WAS",0,17,"PHI",24,81,"Rachad Wildgoose",83111,"","SCBL",2,"P",2022,80,3,80,"L",1,1,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,5,1.7,0,1,"4-1-6","1R",1,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","4","O","O",0,0,5,80,1,57.2424527251803
"2","3",5,"1","2","2",0.427875727784854,4599383,5,7,"CIN",6,"NYJ",22,9,2,23132,22,"NYJ",0,7,"CIN",7,38,"Jordan Whitehead",49196,"","FSR",1,"P",2022,64,3,74,"L",6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",1,6,1.7,0,0,"4-2-5","6R",0,6,0,0,0,0,0,0,0,0,0,0,0,0,"","","3","C","O",0,0,6,964,1,57.2124272215146
"3","2",8,"2","2","3",0.434381488903589,4603013,8,12,"GB",3,"TB",30,5,3,23143,30,"TB",0,14,"GB",12,55,"Jamel Dean",34918,"F","RCB",2,"P",2022,129,3,5,"C",2,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,7,2.2,0,0,"2-4-5","H6",0,3,0,0,0,0,0,0,0,0,0,0,0,0,"","","RZ","C","C",0,0,7,129,1,56.5618511096411
"2","3",5,"2","2","2",0.43740669888678,4562486,5,17,"MIA",35,"BLT",3,8,2,23118,3,"BLT",0,28,"MIA",17,138,"Kyle Hamilton",102684,"","SSL",4,"P",2022,371,2,62,"C",1,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RL",1,0,2.3,0,1,"3-3-5","21R",0,6,0,0,0,0,0,0,0,0,0,0,0,0,"","","2","O","O",0,0,6,371,1,56.259330111322
"3","1",8,"1","2","3",0.439813651942299,4599107,8,23,"LV",7,"TEN",31,2,3,23137,31,"TEN",0,0,"LV",23,25,"David Long",29367,"FG","RILB",1,"P",2022,146,3,3,"R",12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"RR",0,0,3,0,0,"3-3-5","3R",0,3,0,0,0,0,0,0,0,0,0,0,0,0,"","","RZ","O","O",0,0,6,1046,1,56.0186348057701
"1","1",7,"1","2","2",0.451766539720417,4521767,7,15,"JAX",12,"JAX",15,5,1,23103,32,"WAS",0,14,"WAS",32,122,"Tyson Campbell",83217,"","RCB",3,"P",2022,67,1,70,"C",-2,1,0,1,4,6,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"SD",0,8,3.8,2,1,"3-4-4","H2",0,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","2","O","C",0,0,8,967,1,54.8233460279583
"1","1",7,"1","2","2",0.451766539720417,4636356,7,4,"BUF",7,"BLT",3,5,1,23149,3,"BLT",0,0,"BUF",4,13,"Marcus Peters",9451,"","LCB",1,"P",2022,702,4,31,"X",0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,7,3.3,1.9,0,"2-4-5","",0,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","6R","O","O",0,0.5,6,1602,1,54.8233460279583
"2","2",8,"3","2","2",0.456032343684262,4520337,8,14,"IND",10,"HST",13,6,2,23102,13,"HST",0,3,"IND",14,72,"Christian Kirksey",8706,"","MLB",2,"P",2022,58,1,30,"X",0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,8,2.5,2.5,0,"4-2-5","",0,3,0,0,0,0,0,0,0,0,0,0,0,0,"","","4","O","O",0,-1.5,6,58,1,54.3967656315738
"3","2",8,"3","2","3",0.457933602428473,4522895,8,3,"BLT",24,"BLT",3,3,3,23106,22,"NYJ",0,3,"NYJ",22,163,"Brent Urban",8769,"TD","DRT",4,"P",2022,64,1,3,"R",3,1,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,7,1.9,0,0,"2-4-5","1R",0,3,0,0,0,0,0,0,0,0,0,0,0,0,"","","RZ","O","O",0,0,5,64,1,54.2066397571527
"1","1",7,"2","2","2",0.461400502208444,4522213,7,20,"NO",26,"ATL",2,5,1,23107,2,"ATL",0,18,"NO",20,149,"Mykal Walker",57834,"","LILB",4,"P",2022,248,1,23,"L",16,1,0,1,14,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,9,3,0,0,"2-4-5","3R",0,4,0,0,0,0,0,0,0,0,0,0,0,0,"","","4","O","O",0,0.5,5,248,1,53.8599497791556
"3","3",8,"3","2","2",0.463270121804876,4522380,8,20,"NO",24,"NO",20,6,3,23107,2,"ATL",0,26,"ATL",2,157,"Tyrann Mathieu",7850,"","RILB",4,"P",2022,119,1,56,"C",46,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,"RR",0,0,3.7,0,1,"3-2-6","XR",0,3,0,0,0,0,0,0,0,0,0,0,0,0,"","","4","O","O",0,0,6,119,1,53.6729878195124
"3","3",8,"3","2","2",0.463270121804876,4572824,8,25,"PIT",13,"CLV",8,10,3,23131,8,"CLV",0,14,"PIT",25,80,"D'Anthony Bell",111578,"EH","FSR",2,"P",2022,6,3,43,"R",6,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,"RR",0,0,4.6,4.5,0,"3-2-6","5R",0,3,0,0,0,0,0,0,0,0,0,0,0,0,"","","P","C","C",0,0,3,6,1,53.6729878195124
"3","3",8,"3","2","2",0.463270121804876,4600302,8,4,"BUF",14,"BUF",4,18,3,23133,17,"MIA",0,14,"MIA",17,71,"Taron Johnson",49511,"P","SCBoL",2,"P",2022,113,3,64,"R",-3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,6,1.5,0,0,"2-4-5","0R",0,3,1,1,0,0.5,0,0,0,0,0,0,0,0,"","","2","O","C",0,0,6,113,1,53.6729878195124
"3","3",8,"3","2","2",0.463270121804876,4635398,8,18,"MIN",7,"NO",20,15,3,23366,20,"NO",0,10,"MIN",18,77,"Marshon Lattimore",11766,"FG","RCB",2,"P",2022,16,4,25,"L",5,1,0,1,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",0,9,3.4,0,0,"4-2-5","XR",0,3,0,0,1,0,1,0,0,0,0,0,1,61398,"Justin Jefferson","LWR","2","O","O",0,0,6,16,1,53.6729878195124
"1","2",6,"3","2","1",0.473768413930962,4560570,6,14,"IND",17,"JAX",15,10,1,23116,15,"JAX",0,0,"IND",14,64,"Tyson Campbell",83217,"","RCB",2,"P",2022,103,2,75,"R",0,1,0,1,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"SD",1,7,1.7,0,0,"1-5-5","H2",0,5,0,0,0,0,0,0,0,0,0,0,0,0,"","","4","O","C",0,0,6,103,1,52.6231586069038
